uber-10k.csv D = 0.02 M = 10 K = 500 L = 2
Number of points = 10000
Number of Outliers = 236
Cell: (5758, -10470)  Size = 16
Cell: (5761, -10462)  Size = 16
Cell: (5766, -10462)  Size = 17
Cell: (5765, -10465)  Size = 17
Cell: (5767, -10458)  Size = 17
Cell: (5764, -10466)  Size = 18
Cell: (5758, -10463)  Size = 18
Cell: (5757, -10466)  Size = 20
Cell: (5747, -10436)  Size = 20
Cell: (5754, -10464)  Size = 21
Cell: (5757, -10464)  Size = 22
Cell: (5754, -10465)  Size = 22
Cell: (5757, -10460)  Size = 23
Cell: (5766, -10450)  Size = 24
Cell: (5756, -10464)  Size = 25
Cell: (5758, -10471)  Size = 25
Cell: (5762, -10470)  Size = 26
Cell: (5769, -10462)  Size = 26
Cell: (5748, -10436)  Size = 27
Cell: (5753, -10462)  Size = 27
Cell: (5768, -10459)  Size = 28
Cell: (5768, -10463)  Size = 28
Cell: (5768, -10461)  Size = 29
Cell: (5761, -10471)  Size = 31
Cell: (5758, -10468)  Size = 34
Cell: (5756, -10468)  Size = 37
Cell: (5754, -10491)  Size = 37
Cell: (5758, -10460)  Size = 38
Cell: (5759, -10471)  Size = 40
Cell: (5761, -10470)  Size = 42
Cell: (5763, -10466)  Size = 46
Cell: (5764, -10460)  Size = 49
Running time of MRApproxOutliers = 1115 ms
